Pclass,Age,SibSp,Parch,Fare,Sex_male,Sex_female,Embarked_S,Embarked_C,Embarked_Q,Survived
0.6931471805599453,0.2399406168029818,0.11778303565638346,0.0,0.01405186602861203,1,0,1,0,0,0
0.0,0.3867777169607502,0.11778303565638346,0.0,0.13026984802557665,0,1,0,1,0,1
0.6931471805599453,0.27872019486289784,0.0,0.0,0.015350151109302577,0,1,1,0,0,1
0.0,0.3608381681697983,0.11778303565638346,0.0,0.09861770160548049,0,1,1,0,0,1
0.6931471805599453,0.3608381681697983,0.0,0.0,0.015590389411477197,1,0,1,0,0,0
0.6931471805599453,0.31329174258271597,0.0,0.0,0.016374701896558316,1,0,0,0,1,0
0.0,0.5147886077080417,0.0,0.0,0.09642670019066911,1,0,1,0,0,0
0.6931471805599453,0.019659709958831317,0.3184537311185346,0.15415067982725836,0.040312098559000725,1,0,1,0,0,0
0.6931471805599453,0.28818458502516947,0.0,0.28768207245178085,0.021498007333324947,0,1,1,0,0,1
0.4054651081081644,0.1575556400173577,0.11778303565638346,0.0,0.05703634945252453,0,1,0,1,0,1
0.6931471805599453,0.044003657991029586,0.11778303565638346,0.15415067982725836,0.032076241648970306,0,1,1,0,0,1
0.0,0.544385322595937,0.0,0.0,0.0505240398785738,0,1,1,0,0,1
0.6931471805599453,0.21997190216820725,0.0,0.0,0.015590389411477197,1,0,1,0,0,0
0.6931471805599453,0.3952768332243418,0.11778303565638346,0.6061358035703156,0.05925402134279556,1,0,1,0,0,0
0.6931471805599453,0.1575556400173577,0.0,0.0,0.015214054528192307,0,1,1,0,0,0
0.4054651081081644,0.5222703125161708,0.0,0.0,0.03075218709515891,0,1,1,0,0,1
0.6931471805599453,0.019659709958831317,0.4054651081081644,0.15415067982725836,0.0552910958195755,1,0,0,0,1,0
0.4054651081081644,0.31329174258271597,0.0,0.0,0.025057726524795907,1,0,1,0,0,1
0.6931471805599453,0.3251710494216168,0.11778303565638346,0.0,0.0345305586252918,0,1,1,0,0,0
0.6931471805599453,0.31329174258271597,0.0,0.0,0.014003749011095652,0,1,0,1,0,1
0.4054651081081644,0.3608381681697983,0.0,0.0,0.04950288176693388,1,0,1,0,0,0
0.4054651081081644,0.3520399414345839,0.0,0.0,0.025057726524795907,1,0,1,0,0,1
0.6931471805599453,0.16823265795323875,0.0,0.0,0.015550417760596577,0,1,0,0,1,1
0.0,0.2975602396776254,0.0,0.0,0.06699617236029527,1,0,1,0,0,1
0.6931471805599453,0.0909827050776365,0.3184537311185346,0.15415067982725836,0.040312098559000725,0,1,1,0,0,0
0.6931471805599453,0.3867777169607502,0.11778303565638346,0.6061358035703156,0.05946095197459231,0,1,1,0,0,1
0.6931471805599453,0.31329174258271597,0.0,0.0,0.014003749011095652,1,0,0,1,0,0
0.0,0.20983599540387343,0.3184537311185346,0.28768207245178085,0.4143203261822158,1,0,1,0,0,0
0.6931471805599453,0.31329174258271597,0.0,0.0,0.015262113346043075,0,1,0,0,1,1
0.6931471805599453,0.31329174258271597,0.0,0.0,0.015294023125182035,1,0,1,0,0,0
0.0,0.40370432284629887,0.0,0.0,0.052694340690821934,1,0,0,1,0,0
0.0,0.31329174258271597,0.11778303565638346,0.0,0.25152850381759995,0,1,0,1,0,1
0.6931471805599453,0.31329174258271597,0.0,0.0,0.015013720496480469,0,1,0,0,1,1
0.4054651081081644,0.601073777346087,0.0,0.0,0.02028744611537874,1,0,1,0,0,0
0.0,0.2975602396776254,0.11778303565638346,0.0,0.14875332895717522,1,0,0,1,0,0
0.0,0.420349181160254,0.11778303565638346,0.0,0.09667038198810923,1,0,1,0,0,0
0.6931471805599453,0.31329174258271597,0.0,0.0,0.014011832831848146,1,0,0,1,0,1
0.6931471805599453,0.23000610235300573,0.0,0.0,0.015590389411477197,1,0,1,0,0,0
0.6931471805599453,0.19959629913518914,0.22314355131420976,0.0,0.0345305586252918,0,1,1,0,0,0
0.6931471805599453,0.1575556400173577,0.11778303565638346,0.0,0.021705068541472326,0,1,0,1,0,1
0.6931471805599453,0.40370432284629887,0.11778303565638346,0.0,0.018325034557516082,0,1,1,0,0,0
0.4054651081081644,0.28818458502516947,0.11778303565638346,0.0,0.04017148235607018,0,1,1,0,0,0
0.6931471805599453,0.31329174258271597,0.0,0.0,0.015294023125182035,1,0,0,1,0,0
0.4054651081081644,0.03190576062152016,0.11778303565638346,0.28768207245178085,0.07803194294267958,0,1,0,1,0,1
0.6931471805599453,0.20983599540387343,0.0,0.0,0.015262113346043075,0,1,0,0,1,1
0.6931471805599453,0.31329174258271597,0.0,0.0,0.015590389411477197,1,0,1,0,0,0
0.6931471805599453,0.31329174258271597,0.11778303565638346,0.0,0.029805359351605623,1,0,0,0,1,0
0.6931471805599453,0.31329174258271597,0.0,0.0,0.015013720496480469,0,1,0,0,1,1
0.6931471805599453,0.31329174258271597,0.22314355131420976,0.0,0.041444181999891735,1,0,0,1,0,0
0.6931471805599453,0.19959629913518914,0.11778303565638346,0.0,0.03415336324945941,0,1,1,0,0,0
0.6931471805599453,0.07944322784935047,0.4054651081081644,0.15415067982725836,0.07461091226899073,1,0,1,0,0,0
0.6931471805599453,0.23000610235300573,0.0,0.0,0.015109855078817078,1,0,1,0,0,0
0.0,0.4765166783212666,0.11778303565638346,0.0,0.1395579426663449,0,1,0,1,0,1
0.4054651081081644,0.30684880729587144,0.11778303565638346,0.0,0.04950288176693388,0,1,1,0,0,1
0.0,0.5941609888612451,0.0,0.15415067982725836,0.11419914709145168,1,0,0,1,0,0
0.0,0.31329174258271597,0.0,0.0,0.06699617236029527,1,0,1,0,0,1
0.4054651081081644,0.23000610235300573,0.0,0.0,0.02028744611537874,0,1,1,0,0,1
0.6931471805599453,0.3022153081340286,0.0,0.0,0.014011832831848146,1,0,0,1,0,0
0.4054651081081644,0.05595694399061719,0.11778303565638346,0.28768207245178085,0.05274840829682131,0,1,1,0,0,1
0.6931471805599453,0.12482306473273837,0.4855078157817008,0.28768207245178085,0.08759201983616036,1,0,1,0,0,0
0.6931471805599453,0.2399406168029818,0.0,0.0,0.014011832831848146,1,0,0,1,0,0
0.0,0.3867777169607502,0.0,0.0,0.1450951742356354,0,1,1,0,0,1
0.0,0.444808251436126,0.11778303565638346,0.0,0.150944702426092,1,0,1,0,0,0
0.6931471805599453,0.044003657991029586,0.3184537311185346,0.28768207245178085,0.05302610677804016,1,0,1,0,0,0
0.0,0.31329174258271597,0.0,0.0,0.052694340690821934,1,0,0,1,0,0
0.6931471805599453,0.31329174258271597,0.11778303565638346,0.15415067982725836,0.029323648164715232,1,0,0,1,0,1
0.4054651081081644,0.30684880729587144,0.0,0.0,0.02028744611537874,0,1,1,0,0,1
0.6931471805599453,0.20983599540387343,0.0,0.0,0.015798485223152,1,0,1,0,0,0
0.6931471805599453,0.1892506657881148,0.4054651081081644,0.28768207245178085,0.015350151109302577,0,1,1,0,0,1
0.6931471805599453,0.27872019486289784,0.22314355131420976,0.0,0.016766723550696125,1,0,1,0,0,0
0.4054651081081644,0.33420779987552035,0.0,0.0,0.02028744611537874,1,0,1,0,0,0
0.6931471805599453,0.17879688043597444,0.4855078157817008,0.28768207245178085,0.08759201983616036,0,1,1,0,0,0
0.4054651081081644,0.23000610235300573,0.0,0.0,0.1340608923416297,1,0,1,0,0,0
0.6931471805599453,0.27872019486289784,0.11778303565638346,0.0,0.02782207118911138,1,0,0,1,0,0
0.6931471805599453,0.33420779987552035,0.0,0.0,0.10460544252952911,1,0,1,0,0,1
0.6931471805599453,0.26916537346147645,0.0,0.0,0.014821423601790385,1,0,1,0,0,0
0.6931471805599453,0.31329174258271597,0.0,0.0,0.015294023125182035,1,0,1,0,0,0
0.6931471805599453,0.31329174258271597,0.0,0.0,0.015590389411477197,1,0,1,0,0,0
0.4054651081081644,0.005138821861947991,0.0,0.28768207245178085,0.05506020938272152,1,0,1,0,0,1
0.6931471805599453,0.31605189084135504,0.0,0.0,0.02405785347297414,0,1,1,0,0,1
0.6931471805599453,0.2399406168029818,0.0,0.0,0.017414316843308762,1,0,1,0,0,0
0.6931471805599453,0.30684880729587144,0.0,0.0,0.018372944101240508,1,0,1,0,0,1
0.6931471805599453,0.31329174258271597,0.0,0.0,0.015085822299643115,0,1,0,0,1,1
0.0,0.2975602396776254,0.0,0.0,0.08794959101630076,1,0,1,0,0,0
0.4054651081081644,0.1892506657881148,0.0,0.0,0.02028744611537874,0,1,1,0,0,1
0.6931471805599453,0.3431636182874974,0.3184537311185346,0.0,0.0304682328908991,0,1,1,0,0,1
0.6931471805599453,0.17879688043597444,0.11778303565638346,0.4054651081081644,0.06494050115616902,1,0,1,0,0,0
0.6931471805599453,0.31329174258271597,0.0,0.0,0.015590389411477197,1,0,1,0,0,0
0.0,0.24977740672550128,0.3184537311185346,0.28768207245178085,0.4143203261822158,0,1,1,0,0,1
0.6931471805599453,0.2595183760143615,0.0,0.0,0.015590389411477197,1,0,1,0,0,0
0.6931471805599453,0.30684880729587144,0.0,0.0,0.015590389411477197,1,0,1,0,0,0
0.6931471805599453,0.21997190216820725,0.0,0.0,0.015214054528192307,1,0,1,0,0,0
0.0,0.4528301138018988,0.11778303565638346,0.0,0.11279787282143247,1,0,1,0,0,0
0.6931471805599453,0.27872019486289784,0.11778303565638346,0.28768207245178085,0.03937428350165768,1,0,1,0,0,0
0.6931471805599453,0.5516496288396406,0.0,0.0,0.01405186602861203,1,0,1,0,0,0
